task_name,pct
advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,0.011335357194043076
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",0.004429909708016834
advise internal management or business partners on the implementation or operation of compliance programs.,0.004299618246016338
"advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts.",0.002736120702010397
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.05133483602819507
advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,0.002214954854008417
"advise management on short-term and long-term financial objectives, policies, and actions.",0.003908743860014853
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",0.007817487720029706
"advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures and classification programs.",0.007426613334028221
"advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.",0.007947779182030202
advise or assist in obtaining patents or meeting other legal requirements.,0.014332060820054462
advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,0.011595940118044063
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.021367799768081196
"advise patients and community members concerning diet, activity, hygiene, and disease prevention.",0.002214954854008417
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.019674010762074763
"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",0.008078070644030697
advise producers about improved products and techniques that could enhance their animal production efforts.,0.0046904926320178245
"advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",0.004820784094018319
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",0.002866412164010892
advise students on academic and vocational curricula and career issues.,0.004039035322015348
advise students on academic and vocational curricula and on career issues.,0.02241013146408516
"advise students on academic and vocational curricula, and on career issues.",0.026058292400099024
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.010553608422040103
"advise students on course selection, career decisions, and other academic and vocational concerns.",0.009641568188036638
"advise students on internships, prospective employers, and job placement services.",0.0031269950880118825
"advise students on issues such as course selection, progress toward graduation, and career decisions.",0.006514573100024756
"advise teaching and administrative staff in curriculum development, use of materials and equipment, and implementation of state and federal programs and procedures.",0.002475537778009407
advocate for accessible health care that minimizes environmental health risks.,0.003257286550012378
"advocate for patients' and families' needs, or provide emotional support for patients and their families.",0.004039035322015348
agree on buying or selling prices at optimal levels for clients.,0.0019543719300074264
"aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",0.002214954854008417
"align, adjust, or calibrate equipment according to specifications.",0.021107216844080207
"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",0.050553087256192106
"analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",0.00586311579002228
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.01915284491407278
"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",0.01784993029406783
analyze and classify risks and investments to determine their potential impacts on companies.,0.037523941056142596
"analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders.",0.003778452398014358
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,0.005732824328021784
analyze and evaluate robotic systems or prototypes.,0.004951075556018814
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.13980273872653126
"analyze and implement engineering designs for producing electronic devices and systems and microprocessor-based control applications, applying principles of mathematics, digital signal processing, network analysis, and computer engineering.",0.010814191346041094
analyze and interpret data to increase the understanding of human social behavior.,0.08833761123633568
analyze and interpret news and information received from various sources to broadcast the information.,0.008208362106031193
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.021367799768081196
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.05042279579419161
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.02553712655209704
analyze and interpret statistical data to identify significant differences in relationships among sources of information.,0.002084663392007922
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,0.00690544748602624
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",0.006253990176023765
analyze and record personnel or operational data and write related activity reports.,0.003908743860014853
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.06814243462625894
analyze and report computer network security breaches or attempted breaches.,0.045862594624174274
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",0.0019543719300074264
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.031009367956117837
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",0.006514573100024756
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.16560044820262929
analyze changes designed to improve the environmental performance of complex systems to avoid unintended negative consequences.,0.019934593686075752
analyze characteristics of animals to identify and classify them.,0.039608604448150515
analyze clinical data using appropriate statistical tools.,0.011595940118044063
"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",0.004429909708016834
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",0.011856523042045054
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.04091151906815546
analyze completed police reports to determine what additional information and investigative work is needed.,0.010293025498039114
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.03126995088011882
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.008859819416033667
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.03400607158212922
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.01120506573204258
analyze customer bills and utility rate structures to select optimal rate structures for customers.,0.002084663392007922
"analyze data from surveys, old records, or case studies, using statistical software.",0.02983674479811338
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.03153053380411982
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.029054996026110412
analyze data to determine answers to questions from customers or members of the public.,0.02736120702010397
analyze data to determine feasibility of product proposals.,0.004560201170017329
analyze data to determine the effectiveness of specific treatments or therapy approaches.,0.005472241404020794
analyze data to determine the effectiveness of treatments or therapy approaches.,0.004429909708016834
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.003648160936013863
"analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",0.0023452463160089122
analyze details of sales territories to assess their growth potential and to set quotas.,0.0029967036260113876
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.005732824328021784
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.12325572305246837
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.02058605099607823
analyze employment-related data and prepare required reports.,0.004299618246016338
"analyze energy requirements and distribution systems to maximize the use of intermittent or inflexible renewable energy sources, such as wind or nuclear.",0.006253990176023765
"analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",0.004169326784015844
analyze equipment performance records to assess equipment functioning.,0.005732824328021784
analyze equipment performance records to determine the need for repair or replacement.,0.0035178694740133683
analyze existing development or manufacturing procedures and suggest improvements.,0.010944482808041589
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.02501596070409506
analyze experimental data and interpret results to write reports and summaries of findings.,0.12156193404646194
"analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",0.002214954854008417
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,0.02697033263410249
"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",0.004951075556018814
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.012638271814048026
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.0878164453883337
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.06188844445023518
"analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",0.002736120702010397
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.002475537778009407
analyze green product marketing or sales trends to forecast future conditions.,0.002475537778009407
analyze information from traffic counting programs.,0.0023452463160089122
analyze information gathered by investigation and report findings and recommendations.,0.016286432750061888
analyze information obtained from management to conceptualize and define operational problems.,0.07009680655626636
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.06345194199424112
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.09693684772836836
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.05341949942020299
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.426574246589621
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",0.0046904926320178245
analyze laboratory findings to check the accuracy of the results.,0.025406835090096544
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.04833813240218368
"analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",0.010293025498039114
analyze market conditions to determine optimum times to execute securities transactions.,0.058891740824223784
analyze member participation or changes in congregational emphasis to determine needs for religious education.,0.0029967036260113876
"analyze menus or recipes, standardize recipes, or test new products.",0.005993407252022775
analyze monthly department budgeting and accounting reports to maintain expenditure controls.,0.002214954854008417
"analyze network data to determine network usage, disk space availability, or server function.",0.021758674154082683
analyze new legislation to determine impact on risk exposure.,0.003778452398014358
analyze new medical procedures to forecast likely outcomes.,0.0019543719300074264
"analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",0.002866412164010892
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.24116949616291647
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,0.003908743860014853
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.02449479485609308
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.005993407252022775
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.02058605099607823
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.2211046110148402
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.3454026657633125
"analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",0.00586311579002228
"analyze patient's medical history, medication allergies, physical condition, and examination results to verify operation's necessity and to determine best procedure.",0.006775156024025746
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.009771859650037133
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.037914815442144076
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.05081367018019309
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,0.005081367018019309
analyze potential loan markets and develop referral networks to locate prospects for loans.,0.007035738948026737
analyze potential loan markets to find opportunities to promote loans and financial services.,0.003778452398014358
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.0029967036260113876
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.023322171698088624
analyze problems and take appropriate action to ensure continuous and reliable operation of equipment and systems.,0.002475537778009407
analyze problems to develop solutions involving computer hardware and software.,0.07322380164427825
analyze product complaints and make recommendations regarding their reportability.,0.0046904926320178245
analyze quality control test results and provide feedback and interpretation to production management or staff.,0.002866412164010892
"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",0.002475537778009407
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.027491498482104467
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",0.008859819416033667
"analyze research data to determine its significance, using computers.",0.03947831298615002
analyze results of investigations to determine measures needed to maintain or restore proper soil management.,0.0023452463160089122
analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.,0.0029967036260113876
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.015374392516058422
"analyze statistical information to estimate mortality, accident, sickness, disability, and retirement rates.",0.0029967036260113876
analyze survey objectives and specifications to prepare survey proposals or to direct others in survey proposal preparation.,0.016937890060064364
"analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.",0.002866412164010892
analyze system performance or operational requirements.,0.36051647535536996
analyze target companies or investment opportunities to inform investment decisions.,0.052507459186199534
"analyze technical feasibility of energy saving measures using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",0.009120402340034658
"analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors.",0.002605829240009902
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.004039035322015348
"analyze test data for automotive systems, subsystems, or component parts.",0.003387578012012873
"analyze test data to diagnose malfunctions, to determine performance characteristics of systems, or to evaluate effects of system modifications.",0.005732824328021784
"analyze test data, making computations as necessary, to determine test results.",0.146838477674558
"analyze test readings, computer printouts, and trouble reports to determine equipment repair needs and required repair methods.",0.002084663392007922
analyze test results and develop a treatment plan.,0.008729527954033171
"analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",0.011335357194043076
analyze the effectiveness of marketing tactics or channels.,0.028533830178108427
"analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams.",0.004039035322015348
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.01576526690205991
"analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",0.004169326784015844
"analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",0.003257286550012378
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.029445870412111892
"analyze the probable outcomes of cases, using knowledge of legal precedents.",0.02762178994410496
"analyze training needs to design employee development, language training and health and safety programs.",0.00612369871402327
analyze training needs to develop new training programs or modify and improve existing programs.,0.010814191346041094
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.01758934737006684
analyze user needs and recommend appropriate hardware.,0.004560201170017329
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.3014944430691457
"analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.",0.0023452463160089122
analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,0.0019543719300074264
"analyze, estimate, or report production costs.",0.0023452463160089122
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.10227879767038867
"analyze, interpret, or disseminate system performance data.",0.11817435603444908
answer applicants' questions about benefits and claim procedures.,0.01172623158004456
answer clients' questions about the purposes and details of financial plans and strategies.,0.06514573100024755
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.008078070644030697
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.030357910646115358
answer customers' questions about merchandise and advise customers on merchandise selection.,0.007296321872027726
"answer customers' questions about products, prices, availability, or credit terms.",0.04977133848418913
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.05133483602819507
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.004429909708016834
"answer customers' questions, and provide information on procedures or policies.",0.15752237755859858
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.016547015674062877
"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",0.014071477896053473
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0029967036260113876
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.010944482808041589
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.043777931232166355
answer inquiries regarding shipping or mailing policies.,0.002084663392007922
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.003648160936013863
answer questions about product features and benefits.,0.01250798035204753
answer questions about records or files.,0.023061588774087635
answer questions and provide future tax planning to clients.,0.002605829240009902
"answer questions from passengers concerning train rules, stations, and timetable information.",0.007035738948026737
answer questions from taxpayers and assist them in completing tax forms.,0.003387578012012873
answer questions from the public and media.,0.010293025498039114
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.00612369871402327
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.014201769358053966
"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",0.003257286550012378
answer questions regarding the store and its merchandise.,0.008859819416033667
"answer simple questions about clients' businesses, using reference files.",0.002866412164010892
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.009120402340034658
"apply analytic methods or tools to understand, predict, or control logistics operations or processes.",0.004820784094018319
"apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.",0.003908743860014853
apply customer feedback to service improvement efforts.,0.002084663392007922
"apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.005341949942020299
apply finger and hand pressure to specific points of the body.,0.003778452398014358
"apply glazes, icings, or other toppings to baked goods, using spatulas or brushes.",0.002084663392007922
apply logistics modeling techniques to address issues such as operational process improvement or facility design or layout.,0.004299618246016338
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.07661137965629113
"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.013680603510051985
"apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",0.002214954854008417
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.021107216844080207
apply selected research findings to practice.,0.006253990176023765
"apply statistical methods and perform mathematical calculations to determine manufacturing processes, staff requirements, and production standards.",0.002084663392007922
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.003908743860014853
"appraise property values, assessing income potential when relevant.",0.002475537778009407
"approve, prepare, monitor, and adjust operational budgets.",0.003257286550012378
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.002084663392007922
"arrange conference, meeting, or travel reservations for office personnel.",0.003648160936013863
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.004951075556018814
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.023843337546090606
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",0.003257286550012378
arrange for financing of property purchases.,0.002866412164010892
"arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",0.004039035322015348
"arrange music composed by others, changing the music to achieve desired effects.",0.008990110878034162
"arrange or store materials, machines, tools, or equipment.",0.0046904926320178245
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.01758934737006684
ask questions that will help clients identify their feelings and behaviors.,0.007035738948026737
"assemble and communicate with a strong, diverse coalition of organizations or public figures, securing their cooperation, support and action, to further campaign goals.",0.002084663392007922
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.016547015674062877
assemble sets of assumptions and explore the consequences of each set.,0.002214954854008417
"assemble, maintain, or distribute information for library or record systems.",0.004299618246016338
"assemble, test, or maintain circuitry or electronic components, according to engineering instructions, technical manuals, or knowledge of electronics, using hand or power tools.",0.005732824328021784
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.002736120702010397
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.002866412164010892
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.00638428163802426
"assess electrical components for consumer electronics applications, such as fuel cells for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers.",0.005472241404020794
assess employee performance and suggest ways to improve work.,0.002605829240009902
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.014071477896053473
"assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",0.0023452463160089122
assess patients for risk of suicide attempts.,0.003778452398014358
"assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",0.002866412164010892
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.0023452463160089122
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.06775156024025746
"assess the identity, strength, or purity of medications.",0.020325468072077236
assess the nature and level of threats so that the scope of the problem can be determined.,0.04065093614415447
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.05771911766621934
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.004169326784015844
assist customers by providing information and resolving their complaints.,0.004951075556018814
assist engineers and scientists in conducting applied research in electrical engineering.,0.002605829240009902
"assist engineers in the design, configuration, or application of robotic systems.",0.004951075556018814
"assist engineers to design or develop electrochemical devices, such as solid oxide membranes or other products for sustainable applications.",0.0035178694740133683
assist faculty members or staff with student conferences.,0.012898854738049016
assist in laying out material for publication.,0.01198681450404555
assist in locating housing for displaced individuals.,0.003908743860014853
assist in selection of financial award candidates using electronic databases to certify loan eligibility.,0.010423316960039609
assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,0.0019543719300074264
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",0.011595940118044063
"assist nanoscientists, engineers, or technologists in writing process specifications or documentation.",0.002605829240009902
assist patients in organizing their health care system activities.,0.0029967036260113876
assist scientists or engineers in the conduct of photonic experiments.,0.004169326784015844
assist students who need extra help with their coursework outside of class.,0.16625190551263178
attend or view productions to maintain knowledge of available actors.,0.002475537778009407
"attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.",0.012117105966046045
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",0.006514573100024756
authenticate and appraise historical documents and archival materials.,0.003908743860014853
"author or publish professional articles, internal documents, and instructional materials.",0.010293025498039114
authorize payment of invoices or return of merchandise.,0.0023452463160089122
back up files from web sites to local directories for instant recovery in case of problems.,0.002475537778009407
back up network data.,0.007426613334028221
"bake, roast, broil, and steam meats, fish, vegetables, and other foods.",0.030357910646115358
"become familiar with digging plans, machine capabilities and limitations, and with efficient and safe digging procedures in a given application.",0.003908743860014853
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.32937681593725165
build and update digital databases.,0.003387578012012873
"build, calibrate, maintain, troubleshoot, or repair electrical instruments or testing equipment.",0.010944482808041589
buy merchandise or commodities for resale to wholesale or retail consumers.,0.002475537778009407
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",0.002084663392007922
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,0.023843337546090606
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.006775156024025746
"calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.011074774270042085
"calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.01224739742804654
calculate costs or savings for water- or energy-efficient appliances or systems.,0.003908743860014853
"calculate dimensions or tolerances, using instruments such as micrometers or vernier calipers.",0.049119881174186655
"calculate dimensions, square footage, profile and component specifications, and material quantities using calculator or computer.",0.002736120702010397
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.037914815442144076
